done,Library,API function:argument (-1 return),malloc size,file path,buffer (var len),length (var len),create,static,source,sink,init api
TRUE,libhtp,bstr_util_mem_to_pint:1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,bstr_util_mem_to_pint:2,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,bstr_util_mem_to_pint:3,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,bstr_util_mem_trim:-1,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE
TRUE,libhtp,bstr_util_mem_trim:0,FALSE,FALSE,TRUE,1,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,bstr_util_mem_trim:1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,bstr_util_memdup_to_c:-1,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE
TRUE,libhtp,bstr_util_memdup_to_c:0,TRUE,FALSE,TRUE,1,TRUE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,bstr_util_memdup_to_c:1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,bstr_util_strdup_to_c:-1,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,bstr_util_strdup_to_c:0,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,bstr_wrap_c:-1,FALSE,FALSE,FALSE,,TRUE,FALSE,TRUE,FALSE,FALSE
TRUE,libhtp,bstr_wrap_c:0,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,bstr_wrap_mem:-1,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE
TRUE,libhtp,bstr_wrap_mem:0,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,bstr_wrap_mem:1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_base64_decode_bstr:-1,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_base64_decode_bstr:0,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_base64_decode_mem:-1,FALSE,FALSE,FALSE,,TRUE,FALSE,TRUE,FALSE,FALSE
TRUE,libhtp,htp_base64_decode_mem:0,FALSE,FALSE,TRUE,1,TRUE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_base64_decode_mem:1,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_base64_decode_single:-1,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE
TRUE,libhtp,htp_base64_decode_single:0,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_base64_decode:-1,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE
TRUE,libhtp,htp_base64_decode:0,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_base64_decode:1,FALSE,FALSE,TRUE,2,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_base64_decode:2,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_base64_decode:3,FALSE,FALSE,TRUE,4,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_base64_decode:4,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_base64_decoder_init:-1,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE
TRUE,libhtp,htp_base64_decoder_init:0,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_copy:-1,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_copy:0,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_create:-1,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE
TRUE,libhtp,htp_config_destroy:-1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE
TRUE,libhtp,htp_config_destroy:0,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_get_user_data:-1,FALSE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_get_user_data:0,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_register_log:-1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_register_log:0,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_register_log:1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_register_multipart_parser:-1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_register_multipart_parser:0,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_register_request_body_data:-1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_register_request_body_data:0,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_register_request_body_data:1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_register_request_complete:-1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_register_request_complete:0,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_register_request_complete:1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_register_request_file_data:-1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_register_request_file_data:0,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_register_request_file_data:1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_register_request_header_data:-1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_register_request_header_data:0,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_register_request_header_data:1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_register_request_headers:-1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_register_request_headers:0,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_register_request_headers:1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_register_request_line:-1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_register_request_line:0,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_register_request_line:1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_register_request_start:-1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_register_request_start:0,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_register_request_start:1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_register_request_trailer_data:-1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_register_request_trailer_data:0,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_register_request_trailer_data:1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_register_request_trailer:-1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_register_request_trailer:0,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_register_request_trailer:1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_register_request_uri_normalize:-1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_register_request_uri_normalize:0,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_register_request_uri_normalize:1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_register_response_body_data:-1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_register_response_body_data:0,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_register_response_body_data:1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_register_response_complete:-1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_register_response_complete:0,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_register_response_complete:1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_register_response_header_data:-1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_register_response_header_data:0,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_register_response_header_data:1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_register_response_headers:-1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_register_response_headers:0,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_register_response_headers:1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_register_response_line:-1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_register_response_line:0,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_register_response_line:1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_register_response_start:-1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_register_response_start:0,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_register_response_start:1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_register_response_trailer_data:-1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_register_response_trailer_data:0,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_register_response_trailer_data:1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_register_response_trailer:-1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_register_response_trailer:0,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_register_response_trailer:1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_register_transaction_complete:-1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_register_transaction_complete:0,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_register_transaction_complete:1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_register_urlencoded_parser:-1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_register_urlencoded_parser:0,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_set_allow_space_uri:-1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_set_allow_space_uri:0,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_set_allow_space_uri:1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_set_backslash_convert_slashes:-1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_set_backslash_convert_slashes:0,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_set_backslash_convert_slashes:1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_set_backslash_convert_slashes:2,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_set_bestfit_map:-1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_set_bestfit_map:0,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_set_bestfit_map:1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_set_bestfit_map:2,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_set_bestfit_replacement_byte:-1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_set_bestfit_replacement_byte:0,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_set_bestfit_replacement_byte:1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_set_bestfit_replacement_byte:2,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_set_compression_bomb_limit:-1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_set_compression_bomb_limit:0,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_set_compression_bomb_limit:1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_set_compression_time_limit:-1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_set_compression_time_limit:0,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_set_compression_time_limit:1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_set_control_chars_unwanted:-1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_set_control_chars_unwanted:0,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_set_control_chars_unwanted:1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_set_control_chars_unwanted:2,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_set_convert_lowercase:-1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_set_convert_lowercase:0,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_set_convert_lowercase:1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_set_convert_lowercase:2,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_set_extract_request_files:-1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_set_extract_request_files:0,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_set_extract_request_files:1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_set_extract_request_files:2,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_set_field_limits:-1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_set_field_limits:0,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_set_field_limits:1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_set_field_limits:2,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_set_log_level:-1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_set_log_level:0,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_set_log_level:1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_set_lzma_layers:-1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_set_lzma_layers:0,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_set_lzma_layers:1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_set_lzma_memlimit:-1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_set_lzma_memlimit:0,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_set_lzma_memlimit:1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_set_nul_encoded_terminates:-1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_set_nul_encoded_terminates:0,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_set_nul_encoded_terminates:1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_set_nul_encoded_terminates:2,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_set_nul_encoded_unwanted:-1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_set_nul_encoded_unwanted:0,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_set_nul_encoded_unwanted:1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_set_nul_encoded_unwanted:2,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_set_nul_raw_terminates:-1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_set_nul_raw_terminates:0,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_set_nul_raw_terminates:1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_set_nul_raw_terminates:2,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_set_nul_raw_unwanted:-1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_set_nul_raw_unwanted:0,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_set_nul_raw_unwanted:1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_set_nul_raw_unwanted:2,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_set_parse_request_auth:-1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_set_parse_request_auth:0,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_set_parse_request_auth:1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_set_parse_request_cookies:-1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_set_parse_request_cookies:0,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_set_parse_request_cookies:1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_set_path_separators_compress:-1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_set_path_separators_compress:0,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_set_path_separators_compress:1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_set_path_separators_compress:2,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_set_path_separators_decode:-1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_set_path_separators_decode:0,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_set_path_separators_decode:1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_set_path_separators_decode:2,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_set_path_separators_encoded_unwanted:-1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_set_path_separators_encoded_unwanted:0,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_set_path_separators_encoded_unwanted:1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_set_path_separators_encoded_unwanted:2,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_set_plusspace_decode:-1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_set_plusspace_decode:0,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_set_plusspace_decode:1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_set_plusspace_decode:2,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_set_request_decompression:-1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_set_request_decompression:0,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_set_request_decompression:1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_set_requestline_leading_whitespace_unwanted:-1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_set_requestline_leading_whitespace_unwanted:0,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_set_requestline_leading_whitespace_unwanted:1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_set_requestline_leading_whitespace_unwanted:2,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_set_response_decompression_layer_limit:-1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_set_response_decompression_layer_limit:0,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_set_response_decompression_layer_limit:1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_set_response_decompression:-1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_set_response_decompression:0,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_set_response_decompression:1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_set_server_personality:-1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_set_server_personality:0,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_set_server_personality:1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_set_tmpdir:-1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_set_tmpdir:0,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_set_tmpdir:1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,libhtp,htp_config_set_tx_auto_destroy:-1,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
