Project,Driver,# Drivers,# APIs,Iteration,Coverage,Total Cov,Crash,Unique Crash
libhtp,driver15,20,12,1,0.00%,2.78%,82,2
libhtp,driver19,20,12,1,0.00%,2.78%,22,2
libhtp,driver10,20,12,1,0.00%,2.78%,1393,2
libhtp,driver12,20,12,1,0.00%,2.78%,88,3
libhtp,driver0,20,12,1,0.00%,2.78%,22,2
libhtp,driver9,20,12,1,0.00%,2.78%,79,7
libhtp,driver18,20,12,1,2.28%,2.78%,0,0
libhtp,driver7,20,12,1,0.00%,2.78%,21,1
libhtp,driver5,20,12,1,0.00%,2.78%,24,2
libhtp,driver11,20,12,1,1.76%,2.78%,1568,3
libhtp,driver3,20,12,1,0.00%,2.78%,35,3
libvpx,driver2,20,12,1,0.12%,1.70%,25,2
libvpx,driver1,20,12,1,1.23%,1.70%,0,0
libvpx,driver4,20,12,1,0.07%,1.70%,0,0
libvpx,driver13,20,12,1,0.09%,1.70%,1,0
libvpx,driver6,20,12,1,0.28%,1.70%,0,0
libvpx,driver17,20,12,1,0.20%,1.70%,0,0
libvpx,driver16,20,12,1,0.23%,1.70%,0,0
libvpx,driver8,20,12,1,0.16%,1.70%,218,2
libvpx,driver14,20,12,1,0.10%,1.70%,0,0
libvpx,driver15,20,12,1,0.19%,1.70%,0,0
libvpx,driver19,20,12,1,0.12%,1.70%,24,2
libvpx,driver10,20,12,1,0.14%,1.70%,0,0
libvpx,driver12,20,12,1,0.00%,1.70%,20,2
libvpx,driver0,20,12,1,0.20%,1.70%,1272,6
libvpx,driver9,20,12,1,0.09%,1.70%,94,2
libvpx,driver18,20,12,1,0.13%,1.70%,607,2
libvpx,driver7,20,12,1,0.13%,1.70%,0,0
libvpx,driver5,20,12,1,0.00%,1.70%,20,2
libvpx,driver11,20,12,1,0.06%,1.70%,1,0
libvpx,driver3,20,12,1,0.18%,1.70%,393,3
libtiff,driver2,20,12,1,0.07%,2.92%,0,0
libtiff,driver1,20,12,1,0.00%,2.92%,1424,2
libtiff,driver4,20,12,1,0.00%,2.92%,1461,2
libtiff,driver13,20,12,1,0.00%,2.92%,46,2
libtiff,driver6,20,12,1,0.25%,2.92%,2,2
libtiff,driver17,20,12,1,0.34%,2.92%,2,2
libtiff,driver16,20,12,1,0.00%,2.92%,1421,2
libtiff,driver8,20,12,1,1.11%,2.92%,1555,6
libtiff,driver14,20,12,1,0.00%,2.92%,1440,2
libtiff,driver15,20,12,1,0.11%,2.92%,8,3
libtiff,driver19,20,12,1,2.65%,2.92%,0,0
libtiff,driver10,20,12,1,0.00%,2.92%,1415,2
libtiff,driver12,20,12,1,0.00%,2.92%,0,0
libtiff,driver0,20,12,1,0.00%,2.92%,1570,2
libtiff,driver9,20,12,1,1.15%,2.92%,734,3
libtiff,driver18,20,12,1,0.00%,2.92%,1392,2
libtiff,driver7,20,12,1,1.11%,2.92%,614,4
libtiff,driver5,20,12,1,0.25%,2.92%,2,2
libtiff,driver11,20,12,1,0.00%,2.92%,1660,2
libtiff,driver3,20,12,1,0.00%,2.92%,1470,2
